,Marital status,Application mode,Application order,Daytime/evening attendance	,Previous qualification,Mother's qualification,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP
1748,1,1,1,1,1,1,140.7,0,0,1,0,0,19,6,7,6,12.285714285714286,6,7,6,12.0,1.79
3566,1,1,1,1,1,3,119.3,1,0,1,0,0,20,7,7,7,14.105714285714289,8,8,8,13.6625,2.02
729,1,43,2,1,1,37,112.5,1,0,1,0,1,53,7,16,6,11.0,7,9,7,11.0,-3.12
2691,1,43,3,1,1,3,117.9,1,0,1,0,0,22,5,8,1,10.0,5,8,2,13.0,0.32
2659,1,17,3,1,1,38,126.7,1,0,1,0,0,19,6,9,5,12.4,6,10,3,10.666666666666666,1.74
916,1,1,2,1,1,19,128.5,1,0,1,0,1,19,8,8,8,14.07125,8,8,8,14.07125,-3.12
830,1,17,1,1,1,3,130.8,1,0,1,0,0,18,5,9,3,13.666666666666666,5,5,5,12.0,-1.7
1344,1,39,1,1,1,37,100.0,0,1,1,1,0,24,5,11,0,0.0,5,5,0,0.0,-0.92
2404,1,39,1,0,1,37,107.5,0,0,1,0,0,41,2,2,0,0.0,6,0,0,0.0,-1.7
3263,1,1,4,1,1,19,119.9,1,0,1,0,0,18,7,7,7,13.78,8,8,8,12.6125,1.79
1628,1,1,1,1,1,19,124.3,1,0,1,0,1,18,5,8,4,10.75,5,5,5,13.0,1.79
749,1,1,1,1,1,38,134.6,0,0,1,0,0,20,0,0,0,0.0,0,0,0,0.0,-4.06
457,1,42,1,1,1,1,128.2,1,0,1,1,0,23,8,8,8,12.5075,8,8,8,12.5075,-3.12
604,1,17,2,1,1,3,115.6,1,0,1,1,0,21,6,10,6,11.875,6,8,5,12.0,2.02
3378,1,1,1,1,1,38,138.5,1,0,1,0,1,20,8,8,7,15.798571428571426,8,8,7,15.798571428571426,1.74
3438,1,1,5,1,1,38,117.5,1,1,0,0,0,22,5,12,2,11.5,5,12,0,0.0,-1.7
3399,1,17,2,1,1,37,111.5,0,0,1,0,0,18,6,11,3,12.333333333333334,6,11,4,13.5,0.32
568,1,39,1,1,1,38,100.0,0,1,0,1,0,35,7,18,3,11.25,7,7,0,0.0,-0.92
2776,4,7,1,1,3,19,130.0,0,0,1,0,0,35,5,5,0,0.0,5,5,0,0.0,2.02
937,1,39,1,1,3,3,184.0,0,0,1,0,0,28,7,9,7,17.005555555555556,8,9,8,16.582222222222224,-4.06
100,1,17,3,1,1,1,122.6,1,0,1,0,0,18,6,7,6,13.0,6,6,6,13.666666666666666,1.79
3550,2,43,2,1,1,38,124.2,0,0,1,0,0,31,7,8,6,13.666666666666666,6,8,5,13.5,-3.12
1844,1,1,1,1,1,3,119.1,1,0,1,1,0,18,0,0,0,0.0,0,0,0,0.0,-0.92
2646,1,1,2,1,1,38,108.4,1,0,1,0,1,20,7,8,7,11.9625,8,9,8,13.044444444444444,0.79
3570,1,1,6,1,1,38,137.6,1,0,1,0,0,18,6,7,6,11.666666666666666,6,7,6,12.333333333333334,1.74
2680,1,17,1,1,1,1,123.3,0,0,1,0,1,19,6,8,6,11.5,6,7,6,12.333333333333334,1.79
529,1,43,2,1,1,1,110.2,0,0,1,0,0,27,7,9,7,12.228571428571428,8,10,8,13.2125,1.74
1937,1,44,1,1,39,2,150.0,1,0,1,1,0,22,18,32,12,12.857142857142858,12,15,10,14.3,-0.92
3027,1,43,1,1,1,37,108.5,0,0,1,1,0,21,6,6,6,12.666666666666666,6,7,5,11.4,-3.12
2384,2,7,1,0,3,37,110.0,0,0,1,0,0,39,13,19,12,13.416666666666666,10,10,10,14.5,-0.92
1147,1,1,1,1,1,37,134.4,1,0,1,1,1,18,0,0,0,0.0,0,0,0,0.0,1.74
1042,1,1,1,1,1,19,153.5,1,0,1,0,0,20,6,7,6,14.833333333333334,6,6,6,16.0,2.02
2568,1,17,1,1,1,3,133.0,1,0,1,0,0,18,6,8,6,11.75,6,10,5,12.0,-1.7
2903,1,17,1,1,1,38,122.9,0,0,0,1,0,20,6,6,6,11.5,6,9,2,13.0,1.74
420,1,39,2,1,1,34,100.0,0,0,1,0,0,28,5,6,4,12.5,5,7,4,11.75,0.32
2475,1,17,6,1,1,3,123.0,1,0,1,0,0,19,6,11,5,10.8,6,12,5,11.333333333333334,-4.06
876,1,1,2,1,1,37,132.7,1,0,1,0,1,19,7,8,7,14.7875,8,8,8,15.8625,0.79
567,2,43,1,1,1,37,136.0,0,0,1,1,0,41,19,19,19,12.68421052631579,13,13,13,12.384615384615383,-4.06
2962,1,15,1,1,1,37,109.6,0,0,1,0,0,18,6,13,4,12.25,6,15,5,11.0,2.02
3596,1,39,2,0,1,37,150.5,0,0,1,0,0,29,6,7,6,13.166666666666666,6,8,6,15.625,1.79
264,1,17,4,1,1,38,113.7,1,0,1,0,1,20,6,8,5,13.4,6,9,5,13.666666666666666,-3.12
3146,1,17,1,1,1,3,131.4,0,0,0,1,0,19,5,13,4,10.0,5,7,3,11.333333333333334,-4.06
3213,1,1,1,1,1,19,137.1,1,0,1,0,0,18,6,6,6,13.333333333333334,6,7,6,12.333333333333334,0.32
1126,1,17,2,1,1,38,127.9,1,0,1,0,0,19,6,0,0,0.0,6,0,0,0.0,1.74
314,4,39,1,1,19,38,140.0,0,0,1,0,1,26,7,13,5,12.74,8,12,6,10.978571428571428,-0.92
824,1,1,3,1,1,34,143.6,1,0,1,0,0,18,6,6,6,12.5,6,6,6,13.0,0.32
3008,1,17,1,1,1,38,111.0,1,0,1,0,0,21,6,6,6,12.5,6,6,6,12.666666666666666,0.32
1983,2,39,2,0,1,34,100.0,1,0,1,0,0,41,6,9,5,11.8,6,10,3,10.666666666666666,0.32
674,1,18,4,1,1,1,111.6,1,0,1,0,1,21,6,6,6,12.5,6,6,6,11.5,2.02
1435,2,39,1,1,19,37,126.3,0,0,0,1,0,38,6,6,0,0.0,6,8,0,0.0,1.74
1295,1,1,4,1,1,1,113.6,1,0,1,0,1,22,5,6,3,14.0,5,8,5,12.4,2.02
913,1,17,1,1,3,12,106.5,1,1,0,0,0,20,6,6,0,0.0,6,9,0,0.0,1.74
460,1,1,1,1,1,19,130.4,1,0,1,1,0,18,6,6,6,13.5,6,9,5,13.2,3.51
3194,1,1,2,1,1,1,119.5,1,0,1,0,1,21,7,7,7,12.242857142857144,8,8,8,14.125,-4.06
2138,1,1,1,1,1,37,124.2,1,0,1,0,0,18,6,8,5,13.0,6,7,6,13.142857142857142,-4.06
1487,1,51,1,0,1,1,120.6,1,0,1,1,0,27,6,6,6,12.333333333333334,5,5,5,13.0,2.02
3085,1,17,1,1,1,19,114.9,0,0,1,0,1,19,6,13,6,11.5,6,9,5,12.2,2.02
521,1,1,1,1,1,37,132.6,1,0,1,0,1,18,6,7,6,13.5,6,9,5,14.0,3.51
3133,1,39,1,1,1,1,168.6,0,0,1,1,0,26,6,9,0,0.0,6,6,0,0.0,0.79
3332,1,1,1,1,1,37,114.3,1,0,0,0,1,20,6,12,4,11.25,6,12,3,11.333333333333334,0.32
2200,1,7,1,0,3,37,120.0,0,1,0,1,0,46,5,5,0,0.0,5,5,1,10.0,2.02
3067,1,1,1,1,1,3,149.9,1,0,0,0,0,19,0,0,0,0.0,0,0,0,0.0,-0.92
3616,2,39,1,1,1,37,133.0,0,0,1,1,0,47,6,8,5,11.4,6,10,6,11.666666666666666,-1.7
3124,2,39,1,0,1,34,104.0,0,0,1,0,0,54,6,8,4,12.75,6,12,5,12.6,0.32
623,1,15,1,1,1,1,128.2,0,1,0,1,0,18,6,6,4,11.25,6,7,3,12.333333333333334,3.51
1237,2,39,1,1,1,37,155.8,0,0,1,1,0,29,6,9,6,16.11111111111111,6,7,6,13.5,0.79
2848,1,43,1,0,1,37,131.9,0,0,1,0,0,21,10,20,6,11.5,10,17,5,12.4,-3.12
1051,1,1,3,1,1,1,131.4,1,0,1,0,0,20,6,9,5,11.8,6,7,6,11.5,0.32
2585,1,1,1,1,1,3,147.7,1,0,1,0,0,21,12,12,12,15.333333333333334,11,15,11,15.0,3.51
414,1,7,2,1,3,3,130.0,0,0,0,0,0,28,5,9,1,12.0,4,10,0,0.0,1.74
2380,1,1,6,1,1,19,135.3,1,0,1,0,0,18,8,8,8,13.27625,8,8,8,13.27625,-3.12
3239,1,7,1,1,3,6,150.0,0,0,1,0,0,26,5,5,0,0.0,5,0,0,0.0,-3.12
532,1,39,1,1,19,1,100.0,0,0,1,0,0,24,8,11,7,12.614285714285714,8,11,7,12.614285714285714,-1.7
362,2,39,1,1,19,37,129.0,1,0,1,0,0,36,7,7,6,11.3,7,7,6,11.3,0.32
1254,1,17,1,1,1,19,156.3,1,0,1,1,1,19,0,0,0,0.0,0,0,0,0.0,2.02
785,1,18,5,1,1,19,129.3,0,0,1,0,0,19,7,0,0,0.0,8,0,0,0.0,-3.12
1621,1,17,1,1,1,2,123.3,1,0,1,0,1,20,6,6,6,14.833333333333334,6,8,6,12.142857142857142,3.51
2301,1,1,1,1,1,1,129.3,0,1,1,0,1,19,6,11,3,11.0,6,9,4,11.25,1.74
2817,1,1,1,1,1,1,146.5,0,0,1,0,1,18,6,7,6,13.428571428571429,6,10,6,13.5,0.79
270,1,7,1,1,40,19,150.0,0,1,0,0,0,26,3,3,0,0.0,6,0,0,0.0,3.51
777,1,17,2,1,1,37,113.9,1,0,1,0,0,18,6,6,6,13.166666666666666,6,6,6,12.666666666666666,2.02
2142,1,17,2,1,1,1,123.1,1,0,1,1,0,20,6,12,4,14.75,6,7,4,12.25,-3.12
2251,2,39,1,0,1,37,130.0,0,0,0,1,0,42,4,4,0,0.0,5,0,0,0.0,-1.7
1929,1,43,1,1,1,2,150.0,0,0,1,1,0,35,18,22,18,11.666666666666666,13,13,12,11.5,-4.06
2899,1,39,2,1,19,38,116.3,0,0,0,1,0,32,5,5,0,0.0,5,9,0,0.0,1.74
809,1,42,1,1,6,35,128.2,1,0,1,1,0,34,6,8,4,11.25,5,8,2,10.5,0.32
505,1,17,2,1,3,37,129.7,1,0,1,0,1,20,6,6,6,12.333333333333334,6,6,6,10.666666666666666,-3.12
664,1,1,1,1,1,1,109.1,1,1,0,0,1,22,6,0,0,0.0,6,0,0,0.0,1.79
1886,1,39,1,0,1,3,121.7,0,0,1,1,0,31,5,5,0,0.0,5,7,0,0.0,0.79
605,1,17,2,1,1,37,123.4,1,0,1,1,0,30,6,17,2,10.0,6,15,3,11.333333333333334,0.32
1085,1,17,1,1,1,1,122.0,0,0,1,1,0,19,5,7,3,12.333333333333334,5,5,0,0.0,3.51
590,4,39,1,1,1,2,170.0,0,1,0,1,0,53,6,11,3,14.333333333333334,6,6,0,0.0,-1.7
3202,1,18,6,1,1,38,128.0,1,0,0,0,0,19,7,14,0,0.0,8,0,0,0.0,2.02
3485,4,39,1,1,19,37,100.0,0,0,0,0,0,40,8,11,5,11.832,8,11,5,11.832,-3.12
1534,1,39,1,0,1,37,153.5,0,1,0,1,0,31,5,9,0,0.0,5,6,0,0.0,1.79
375,1,7,1,1,3,38,130.0,0,0,1,0,0,32,6,7,0,0.0,6,6,0,0.0,1.79
1722,1,1,1,1,1,19,116.5,0,0,1,0,1,19,6,7,6,14.285714285714286,6,6,6,13.166666666666666,2.02
1503,1,1,1,1,1,1,124.8,0,0,1,0,1,18,6,9,6,11.5,6,11,5,14.0,2.02
2243,1,1,4,1,1,37,145.0,1,0,1,0,1,19,5,7,4,14.5,5,5,5,13.6,1.74
3224,1,7,1,0,40,19,130.0,0,0,1,0,0,26,10,13,8,12.666666666666666,10,12,10,13.4,2.02
365,1,17,1,1,1,19,114.6,0,0,1,0,0,18,5,5,4,11.0,5,5,4,11.0,-3.12
2652,1,1,2,1,1,37,126.3,1,0,1,0,0,19,7,10,7,13.805,8,8,8,14.2725,-4.06
2931,1,17,4,1,1,1,123.9,1,0,1,1,0,21,6,0,0,0.0,6,0,0,0.0,1.74
3193,1,17,1,1,1,38,136.2,0,0,1,0,0,19,5,7,5,13.0,5,7,5,13.333333333333334,0.32
2170,1,39,1,1,1,37,137.0,0,0,1,1,0,35,6,7,5,12.8,6,11,5,13.833333333333334,-4.06
2563,1,17,3,1,1,19,126.7,1,0,1,0,1,19,7,7,7,13.714285714285714,8,11,8,14.863636363636363,-0.92
5,2,39,1,0,19,37,114.8,0,1,1,1,0,50,5,10,5,11.857142857142858,5,17,5,11.5,-0.92
3098,1,18,1,1,1,3,125.8,1,0,1,0,0,18,8,8,7,13.154285714285717,8,8,7,13.154285714285717,1.74
564,3,39,1,0,1,37,170.0,0,0,1,1,0,43,5,5,5,11.8,5,6,5,14.0,-3.12
1240,1,39,1,1,19,19,97.2,1,0,1,1,1,24,6,10,4,11.6,6,8,5,13.0,2.02
385,1,1,5,1,1,19,141.3,1,0,1,0,1,18,8,9,8,13.31,8,9,8,13.31,-3.12
142,1,1,2,1,1,34,113.3,1,0,1,0,0,20,7,8,4,11.95,7,8,4,11.95,0.32
3089,1,1,3,1,1,1,127.2,1,0,1,0,1,18,6,6,6,13.166666666666666,6,7,5,13.2,1.79
1279,4,17,5,0,1,19,107.0,0,0,1,0,0,38,5,12,1,10.0,5,10,0,0.0,1.74
755,1,15,1,1,1,19,120.0,1,0,1,0,0,22,6,6,6,13.0,6,6,6,13.666666666666666,1.79
3594,1,7,1,1,2,38,140.0,0,0,1,0,0,29,8,14,4,11.325,8,14,4,11.325,-1.7
2292,1,1,1,1,1,19,141.3,0,0,1,0,1,19,6,7,6,14.714285714285714,6,6,6,15.166666666666666,0.79
833,1,1,1,1,1,19,142.3,0,0,1,0,1,18,8,8,7,14.428571428571429,8,8,7,14.428571428571429,-1.7
2410,1,44,1,1,39,3,150.0,0,0,1,0,0,19,6,0,0,0.0,6,0,0,0.0,1.79
986,1,17,1,1,1,37,132.3,1,0,1,0,0,20,5,9,1,10.0,5,10,1,11.0,0.32
2267,1,1,1,1,1,1,116.7,1,0,1,0,1,18,7,9,0,0.0,7,8,1,10.0,-4.06
453,1,17,3,1,1,1,119.8,1,0,1,1,0,19,5,10,2,11.0,6,10,0,0.0,2.02
679,1,43,1,1,1,3,120.8,0,0,1,0,0,19,6,0,0,0.0,6,0,0,0.0,-4.06
581,2,39,1,1,1,1,148.3,0,0,1,1,0,47,11,11,11,14.727272727272728,9,9,9,15.77777777777778,1.74
2782,1,42,1,1,1,19,124.0,0,0,1,0,0,23,8,8,8,12.88625,8,8,8,12.88625,-3.12
2315,2,43,1,1,1,19,138.0,0,0,1,0,0,34,15,17,12,11.916666666666666,13,13,11,13.181818181818182,0.32
1481,1,43,2,0,3,34,130.0,0,0,1,1,0,31,12,21,12,12.333333333333334,10,13,7,13.285714285714286,0.32
3460,1,16,4,1,1,37,121.0,1,0,1,0,0,18,6,8,5,13.0,6,7,6,11.833333333333334,1.74
1377,1,44,1,1,39,1,104.8,0,1,0,0,0,22,7,9,5,11.6,9,9,5,10.0,1.79
1773,2,39,1,0,12,37,120.0,0,0,1,0,0,42,6,6,6,11.666666666666666,6,6,6,13.666666666666666,1.74
1345,2,39,1,1,19,37,120.0,0,0,1,1,0,53,5,9,4,12.25,5,8,4,11.75,-3.12
2728,1,17,4,1,1,19,128.7,1,0,1,1,0,22,5,8,2,10.5,5,10,0,0.0,0.32
27,1,39,1,1,1,38,102.5,0,1,0,1,0,37,7,7,0,0.0,7,7,1,10.0,3.51
865,1,1,6,1,1,38,128.8,1,0,1,0,1,18,7,11,6,11.994444444444444,8,11,7,12.43142857142857,-4.06
2234,1,17,2,1,1,38,124.0,1,0,1,0,1,18,8,8,7,14.312857142857142,8,8,7,14.312857142857142,1.74
1236,1,17,6,1,1,19,126.1,1,0,1,1,0,20,5,7,4,13.0,5,9,5,14.833333333333334,0.32
2244,1,1,2,1,1,19,132.0,1,0,1,0,1,19,6,6,6,14.166666666666666,6,8,6,12.375,1.74
82,1,18,1,1,1,19,117.4,1,0,1,0,0,19,6,0,0,0.0,6,0,0,0.0,2.02
3562,1,17,5,1,1,38,126.0,0,1,0,0,0,21,6,10,5,11.833333333333334,6,10,5,13.2,0.79
1122,1,39,1,1,19,19,139.9,1,0,1,0,1,24,6,7,6,12.5,6,11,6,12.833333333333334,3.51
350,1,1,1,1,1,37,150.5,0,0,1,0,0,20,7,7,6,13.916666666666666,7,7,6,13.916666666666666,0.32
1148,1,1,5,1,1,19,131.0,1,1,0,1,0,21,6,6,1,14.0,6,7,0,0.0,-3.12
780,2,43,1,1,1,34,128.2,0,0,1,1,0,32,10,12,10,11.4,9,9,4,11.5,0.32
1971,4,39,1,0,19,1,111.5,0,0,1,1,0,45,8,10,4,11.5,8,13,4,11.0,1.74
2302,1,1,1,1,1,3,129.7,1,0,1,0,0,18,0,0,0,0.0,0,0,0,0.0,0.79
1790,1,1,2,1,1,1,151.0,1,0,1,0,0,18,6,6,6,14.833333333333334,6,6,6,15.333333333333334,-1.7
2420,2,39,1,0,3,37,160.5,0,0,1,0,0,38,11,11,11,12.636363636363637,8,8,8,11.0,0.79
199,1,39,1,1,19,19,140.0,0,1,0,0,0,24,6,11,3,11.75,6,14,3,10.333333333333334,-0.92
326,1,44,1,1,39,38,150.0,1,0,1,0,1,22,6,11,6,13.142857142857142,6,10,3,12.0,0.79
2047,2,39,1,1,1,37,150.0,0,0,1,1,0,31,6,10,6,15.0,6,11,5,12.5,0.79
2811,1,51,1,1,1,19,120.0,0,0,1,0,1,23,6,6,6,15.333333333333334,6,6,6,14.166666666666666,2.02
333,1,17,1,1,1,1,129.1,0,0,1,0,0,19,6,6,6,14.666666666666666,6,7,6,14.571428571428571,-4.06
3012,1,5,2,1,1,19,113.9,1,0,1,0,1,19,6,8,6,12.666666666666666,6,7,6,12.0,-1.7
3424,1,1,1,1,1,37,155.0,0,0,1,0,1,21,6,6,6,13.333333333333334,6,8,6,13.166666666666666,-3.12
2943,1,1,3,1,1,19,133.7,1,1,1,1,0,18,6,6,6,13.0,6,7,5,11.8,-1.7
23,1,1,1,1,1,19,122.1,1,0,1,0,0,20,5,6,5,12.0,5,6,5,12.333333333333334,-0.92
3278,1,17,1,1,1,38,131.1,1,0,1,0,1,18,6,8,6,12.833333333333334,6,6,6,12.166666666666666,3.51
1926,1,39,1,1,1,1,150.0,0,0,1,1,0,25,6,6,0,0.0,6,6,0,0.0,1.79
3446,1,1,1,1,1,34,120.2,1,0,1,0,0,20,6,9,5,11.8,6,10,4,11.5,0.32
118,1,1,1,1,1,3,128.8,0,0,1,0,0,18,5,10,5,13.375,5,9,5,14.166666666666666,0.79
1222,1,17,1,1,1,37,120.5,1,0,1,1,0,19,6,12,0,0.0,6,0,0,0.0,-3.12
3093,1,39,1,1,19,37,100.0,1,1,0,0,1,26,6,7,0,0.0,6,6,0,0.0,0.79
1870,2,39,1,0,1,37,161.9,0,0,1,1,0,59,5,7,0,0.0,5,7,0,0.0,-0.92
3171,1,43,1,1,1,3,105.0,0,1,0,1,0,34,6,13,3,11.333333333333334,6,8,2,11.5,0.79
2530,1,1,1,1,1,37,116.3,1,0,1,0,0,20,6,8,5,12.2,6,6,6,11.5,-0.92
1249,1,17,5,1,1,38,123.1,1,0,0,0,0,19,6,12,3,11.0,6,12,3,12.0,-3.12
2916,1,39,1,1,19,34,96.0,0,0,1,1,0,31,5,5,0,0.0,5,5,0,0.0,0.32
3307,1,18,1,1,1,19,137.6,1,0,1,0,1,19,5,6,5,12.6,5,8,5,11.25,1.74
222,1,1,2,1,1,38,133.4,1,0,1,0,1,19,6,7,5,11.4,6,8,5,12.8,-1.7
2613,1,17,1,1,1,19,132.1,1,0,1,1,0,21,5,10,1,10.0,5,5,0,0.0,2.02
281,1,44,1,1,39,38,143.0,0,0,1,0,0,19,6,6,6,13.333333333333334,6,6,6,14.666666666666666,0.79
1369,1,43,3,1,1,37,143.3,1,0,1,0,1,20,0,0,0,0.0,0,0,0,0.0,0.32
1519,1,7,1,1,3,1,120.0,1,0,0,1,0,23,7,0,0,0.0,8,0,0,0.0,-1.7
72,1,15,1,1,1,1,100.0,0,0,1,0,0,26,6,7,2,12.0,6,6,0,0.0,3.51
2952,1,1,3,1,1,3,129.8,1,0,1,1,0,20,6,6,5,12.8,6,11,3,12.75,-4.06
2809,1,43,1,0,1,37,100.0,0,0,1,0,0,27,6,6,4,12.5,6,6,6,14.333333333333334,0.79
850,1,17,3,1,1,1,124.2,0,0,0,0,0,21,5,8,2,11.5,5,7,2,10.5,0.32
1280,1,7,1,1,2,42,100.0,0,0,1,1,0,35,7,8,0,0.0,6,9,0,0.0,3.51
2971,1,1,3,1,1,38,110.4,1,1,0,0,0,19,6,7,6,12.166666666666666,6,10,2,10.333333333333334,-0.92
710,1,39,1,1,19,37,96.7,0,0,1,1,1,29,5,6,0,0.0,5,7,0,0.0,1.79
294,1,1,4,1,1,1,124.2,1,0,0,0,0,19,0,0,0,0.0,0,0,0,0.0,-3.12
1079,1,17,5,1,1,4,119.5,1,0,1,1,0,20,5,5,5,14.8,5,5,5,17.6,3.51
1207,1,44,1,1,39,1,140.0,0,0,1,1,0,25,7,9,6,12.571428571428571,9,9,9,12.555555555555555,-0.92
1446,1,17,5,1,1,3,116.0,1,1,0,1,0,20,5,5,0,0.0,5,5,0,0.0,3.51
107,1,1,1,1,1,1,109.3,0,1,0,0,1,19,6,7,5,12.0,6,9,4,12.5,1.79
3384,1,1,1,1,1,2,113.1,1,0,1,0,0,21,5,6,5,12.2,5,5,5,13.2,1.74
829,1,17,2,1,1,1,126.6,1,0,1,0,0,18,6,6,6,16.5,6,7,6,17.428571428571427,2.02
851,1,1,1,1,1,30,122.3,0,0,1,0,0,18,5,6,5,14.2,5,7,5,11.8,0.32
3106,1,44,1,1,39,3,130.0,1,1,1,1,0,20,6,9,4,11.0,6,13,3,10.666666666666666,1.79
1681,1,1,5,1,1,38,120.3,1,1,0,0,0,20,6,9,3,11.666666666666666,6,10,2,11.0,1.74
1137,1,51,1,1,1,1,133.6,1,0,1,1,0,20,9,12,9,13.454545454545457,7,9,6,13.875,2.02
2256,1,43,1,0,1,38,141.0,0,0,1,1,1,32,10,12,10,13.8,10,10,10,12.8,1.74
226,1,1,2,1,1,1,113.7,1,0,0,0,0,20,5,10,2,10.0,5,12,1,13.0,0.32
3274,1,1,1,1,1,19,124.1,1,0,1,0,1,20,5,13,5,14.0,5,10,3,12.0,-3.12
3240,1,1,6,1,1,1,130.8,1,0,1,0,1,19,8,8,7,14.214285714285714,8,8,7,14.214285714285714,-1.7
215,1,1,1,1,1,37,137.0,0,0,1,0,1,20,6,8,6,11.166666666666666,6,10,5,10.6,-4.06
1300,1,39,1,1,19,37,120.0,0,1,0,1,0,38,6,8,0,0.0,6,10,0,0.0,-0.92
246,1,1,1,1,1,38,135.6,1,0,1,0,1,19,6,9,5,12.0,6,10,2,11.333333333333334,3.51
3073,1,1,1,1,1,3,148.0,1,0,1,0,0,20,12,12,10,14.7,12,12,12,14.583333333333334,-4.06
3208,1,1,4,1,1,1,106.1,1,0,1,0,0,20,6,8,5,11.0,6,9,5,11.4,0.79
911,1,17,3,1,1,19,129.0,1,0,1,0,1,19,7,7,7,13.308571428571428,8,10,8,12.55,1.79
1046,4,39,1,1,1,3,110.0,1,0,1,0,1,30,6,7,0,0.0,6,16,1,10.0,2.02
2297,1,1,1,1,1,1,116.7,0,0,1,0,1,18,6,6,6,12.166666666666666,6,8,6,12.666666666666666,1.79
1208,1,17,1,1,1,2,127.8,0,0,1,1,0,18,6,9,6,12.0,6,10,5,12.166666666666666,2.02
3070,1,1,3,1,1,1,135.1,1,1,1,0,0,18,7,0,0,0.0,8,0,0,0.0,0.79
778,1,1,1,1,1,3,151.1,0,1,1,1,0,19,5,7,5,13.6,5,11,5,12.833333333333334,-0.92
1334,1,42,1,1,1,1,116.3,1,0,1,0,1,20,7,10,6,12.833333333333334,8,8,5,11.8,-1.7
1246,1,1,1,1,1,38,133.1,0,0,1,1,0,18,6,6,6,14.0,6,7,6,13.857142857142858,3.51
3020,5,39,1,1,1,19,146.0,0,0,1,1,0,34,6,8,5,12.6,6,11,4,11.25,1.79
266,1,1,1,1,1,1,146.7,0,0,1,0,0,18,5,5,5,16.2,5,5,5,16.4,2.02
3368,1,17,2,1,1,37,111.3,1,0,1,0,0,32,7,7,0,0.0,8,8,0,0.0,-0.92
2735,1,17,1,1,1,1,116.2,0,1,0,1,0,21,5,9,2,11.0,5,8,2,11.5,0.32
3265,1,1,1,1,1,19,127.9,1,0,1,0,1,18,7,7,7,14.857142857142858,7,7,7,15.142857142857142,0.79
173,1,43,1,1,1,1,140.0,1,0,1,0,1,20,6,8,6,15.625,6,8,6,15.857142857142858,0.79
307,1,1,6,1,1,19,124.8,1,0,1,0,0,18,8,8,7,13.414285714285716,8,8,7,13.414285714285716,-1.7
2233,1,44,1,1,39,19,150.0,1,0,1,0,0,23,6,14,5,14.428571428571429,6,7,6,13.428571428571429,-0.92
2162,1,1,2,1,1,37,115.1,1,0,0,1,0,21,6,11,3,11.0,6,14,0,0.0,-3.12
1942,1,1,1,1,1,1,141.5,0,0,1,1,0,19,0,0,0,0.0,0,0,0,0.0,0.32
1035,2,39,1,1,1,19,130.0,0,0,0,1,0,31,4,12,2,11.0,5,9,3,11.666666666666666,-3.12
550,1,1,2,1,1,19,116.1,1,0,1,0,0,22,6,7,6,11.666666666666666,6,7,5,13.2,-1.7
988,1,1,1,1,1,1,132.6,0,0,1,0,1,18,6,8,6,14.0,6,7,6,13.142857142857142,2.02
1779,1,1,4,1,1,38,126.0,1,0,1,0,0,19,7,9,7,14.283333333333337,8,9,8,13.125555555555556,-4.06
1554,1,1,1,1,1,1,156.0,1,0,1,0,0,18,0,0,0,0.0,0,0,0,0.0,1.74
3526,1,43,1,1,39,38,140.0,0,0,0,1,0,25,0,0,0,0.0,0,0,0,0.0,-4.06
676,1,17,1,1,1,1,121.4,1,0,1,0,0,18,7,8,7,11.571428571428571,7,9,6,13.166666666666666,2.02
2303,1,17,1,1,1,37,120.8,0,0,1,0,1,19,6,11,5,11.6,6,10,6,11.714285714285714,-4.06
1573,1,1,2,1,1,38,116.3,1,0,1,0,0,18,7,8,7,13.428571428571429,8,8,8,15.3125,-0.92
3279,1,1,3,1,1,37,137.9,0,1,0,0,1,20,6,6,6,12.5,6,7,5,11.8,1.74
730,1,1,1,1,1,19,136.0,0,0,1,0,1,19,7,7,7,14.014285714285714,8,8,8,15.35,0.79
3595,1,1,1,1,1,1,122.0,0,0,1,0,0,19,8,8,7,15.0,8,8,7,15.0,-1.7
1234,1,53,1,1,42,1,142.8,1,0,0,0,1,20,12,15,11,13.384615384615383,9,13,7,14.285714285714286,3.51
1040,1,1,3,1,1,19,117.0,1,1,1,0,0,19,6,0,0,0.0,6,0,0,0.0,1.79
1880,1,43,1,1,1,1,130.0,0,0,1,1,0,28,18,36,17,13.058823529411764,12,15,12,12.307692307692308,-4.06
2442,1,1,1,1,1,19,128.0,1,0,1,0,1,19,6,6,6,14.0,6,8,6,13.125,1.74
3624,1,44,1,1,39,3,120.0,0,0,1,1,0,20,7,7,6,12.5,9,10,7,13.142857142857142,-0.92
3260,1,43,3,1,1,1,127.5,1,1,1,0,1,20,7,9,7,12.327777777777778,8,10,8,11.736,-4.06
973,1,17,4,1,1,1,121.3,1,0,1,1,1,18,8,8,7,15.07,8,8,7,15.07,1.74
117,1,17,1,1,1,1,117.2,1,0,1,0,0,20,6,8,5,11.2,6,12,3,11.666666666666666,0.32
